Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Invoice
OD1585,Arutra,Food Grains,Atta & Flour,Pudukottai,04-12-2016,East,1020,0.21,163.2,Tamil Nadu,1202457
OD1279,Arutra,Fruits & Veggies,Organic Fruits,Cumbum,05-12-2016,East,815,0.2,244.5,Tamil Nadu,1202457
OD3579,Arutra,"Eggs, Meat & Fish",Eggs,Virudhunagar,06-12-2016,East,2190,0.1,547.5,Tamil Nadu,1202457
OD7234,Arutra,Bakery,Biscuits,Kanyakumari,10-12-2016,East,639,0.26,95.85,Tamil Nadu,1202457
OD1638,Arutra,Oil & Masala,Masalas,Virudhunagar,25-12-2016,East,1095,0.22,109.5,Tamil Nadu,1202457
OD2478,Anu,Beverages,Soft Drinks,Kanyakumari,14-09-2015,East,2239,0.25,492.58,Tamil Nadu,1202478
OD2106,Anu,Oil & Masala,Edible Oil & Ghee,Krishnagiri,23-09-2015,East,1339,0.21,321.36,Tamil Nadu,1202478
OD9361,Anu,Food Grains,Organic Staples,Ooty,23-09-2015,East,806,0.18,354.64,Tamil Nadu,1202478
OD5749,Anu,"Eggs, Meat & Fish",Mutton,Nagercoil,24-11-2015,East,771,0.26,107.94,Tamil Nadu,1202478
OD1037,Anu,Fruits & Veggies,Fresh Fruits,Dindigul,01-12-2015,East,1655,0.2,264.8,Tamil Nadu,1202478
OD2507,Esther,"Eggs, Meat & Fish",Fish,Kanyakumari,01-07-2017,South,2439,0.23,512.19,Tamil Nadu,1202507
OD4964,Esther,Fruits & Veggies,Fresh Vegetables,Nagercoil,14-07-2017,South,1343,0.25,282.03,Tamil Nadu,1202507
OD836,Esther,Beverages,Soft Drinks,Virudhunagar,23-07-2017,South,1423,0.32,270.37,Tamil Nadu,1202507
OD2931,Esther,Oil & Masala,Edible Oil & Ghee,Dharmapuri,05-09-2017,South,580,0.28,29,Tamil Nadu,1202507
OD4032,Esther,Food Grains,Atta & Flour,Perambalur,05-09-2017,South,1040,0.19,291.2,Tamil Nadu,1202507
OD2511,Amy,Beverages,Health Drinks,Madurai,22-05-2017,South,2087,0.15,918.28,Tamil Nadu,1202511
OD6064,Amy,Food Grains,Dals & Pulses,Tirunelveli,18-07-2017,South,1943,0.19,174.87,Tamil Nadu,1202511
OD4885,Amy,"Eggs, Meat & Fish",Mutton,Krishnagiri,09-08-2017,South,1242,0.29,558.9,Tamil Nadu,1202511
OD2515,Akash,Fruits & Veggies,Organic Fruits,Pudukottai,20-10-2018,South,925,0.19,379.25,Tamil Nadu,1202515
OD7516,Akash,Food Grains,Organic Staples,Dharmapuri,27-10-2018,South,2117,0.33,550.42,Tamil Nadu,1202515
OD1098,Akash,Beverages,Soft Drinks,Perambalur,11-11-2018,South,1757,0.32,597.38,Tamil Nadu,1202515
OD2558,Aditi,Beverages,Health Drinks,Viluppuram,19-10-2015,West,2290,0.17,755.7,Tamil Nadu,1202558
OD7950,Aditi,Oil & Masala,Edible Oil & Ghee,Virudhunagar,19-12-2015,West,1586,0.22,491.66,Tamil Nadu,1202558
OD9503,Aditi,Bakery,Breads & Buns,Bodi,24-12-2015,West,2361,0.34,920.79,Tamil Nadu,1202558
OD297,Aditi,Oil & Masala,Edible Oil & Ghee,Krishnagiri,26-12-2015,West,1820,0.21,527.8,Tamil Nadu,1202558
OD2581,Esther,Oil & Masala,Edible Oil & Ghee,Theni,11-05-2018,West,1083,0.25,108.3,Tamil Nadu,1202581
OD4788,Esther,Snacks,Noodles,Vellore,08-06-2018,West,2355,0.18,894.9,Tamil Nadu,1202581
OD3121,Esther,Bakery,Cakes,Namakkal,11-06-2018,West,505,0.13,222.2,Tamil Nadu,1202581
OD8048,Esther,Snacks,Cookies,Trichy,27-06-2018,West,1168,0.24,140.16,Tamil Nadu,1202581
OD4778,Esther,Beverages,Soft Drinks,Dindigul,29-06-2018,West,1682,0.29,740.08,Tamil Nadu,1202581
OD8421,Esther,"Eggs, Meat & Fish",Fish,Tenkasi,08-07-2018,West,1787,0.15,696.93,Tamil Nadu,1202581
OD9040,Esther,Food Grains,Atta & Flour,Bodi,02-09-2018,West,2225,0.24,845.5,Tamil Nadu,1202581
OD1933,Esther,Oil & Masala,Spices,Virudhunagar,15-09-2018,West,620,0.32,130.2,Tamil Nadu,1202581
OD1123,Esther,Oil & Masala,Masalas,Cumbum,29-09-2018,West,1555,0.1,279.9,Tamil Nadu,1202581
OD2618,Akash,Oil & Masala,Edible Oil & Ghee,Kanyakumari,27-02-2017,Central,2342,0.32,608.92,Tamil Nadu,1202618
OD3282,Akash,Oil & Masala,Masalas,Dharmapuri,03-03-2017,Central,2008,0.19,702.8,Tamil Nadu,1202618
OD8469,Akash,Bakery,Biscuits,Tenkasi,29-03-2017,Central,1061,0.24,297.08,Tamil Nadu,1202618
OD9127,Akash,Fruits & Veggies,Organic Fruits,Dindigul,17-04-2017,Central,2147,0.27,880.27,Tamil Nadu,1202618
OD7058,Akash,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,09-05-2017,Central,2049,0.3,163.92,Tamil Nadu,1202618
OD2659,Anu,"Eggs, Meat & Fish",Chicken,Bodi,05-03-2016,Central,1381,0.33,524.78,Tamil Nadu,1202659
OD6622,Anu,Snacks,Chocolates,Virudhunagar,18-04-2016,Central,793,0.12,301.34,Tamil Nadu,1202659
OD5659,Anu,Beverages,Health Drinks,Namakkal,04-05-2016,Central,2190,0.27,262.8,Tamil Nadu,1202659
OD3364,Anu,Food Grains,Rice,Viluppuram,16-06-2016,Central,1986,0.3,238.32,Tamil Nadu,1202659
OD2025,Anu,Beverages,Soft Drinks,Madurai,25-06-2016,Central,1972,0.24,769.08,Tamil Nadu,1202659
OD2661,Arvind,Oil & Masala,Masalas,Madurai,03-01-2016,Central,2419,0.19,145.14,Tamil Nadu,1202661
OD5020,Arvind,Fruits & Veggies,Fresh Vegetables,Chennai,09-02-2016,Central,547,0.23,153.16,Tamil Nadu,1202661
OD1496,Arvind,Food Grains,Atta & Flour,Karur,13-04-2016,Central,2089,0.21,125.34,Tamil Nadu,1202661
OD5222,Arvind,Beverages,Health Drinks,Bodi,13-04-2016,Central,1842,0.27,460.5,Tamil Nadu,1202661
OD7882,Arvind,Beverages,Soft Drinks,Vellore,25-05-2016,Central,1291,0.29,206.56,Tamil Nadu,1202661
OD1466,Arvind,Oil & Masala,Spices,Ooty,16-06-2016,Central,531,0.18,238.95,Tamil Nadu,1202661
OD2668,Adavan,Beverages,Health Drinks,Perambalur,31-01-2017,Central,1789,0.33,107.34,Tamil Nadu,1202668
OD239,Adavan,Fruits & Veggies,Organic Vegetables,Bodi,04-06-2017,Central,1481,0.15,518.35,Tamil Nadu,1202668
OD9766,Adavan,Oil & Masala,Spices,Karur,13-06-2017,Central,1752,0.16,297.84,Tamil Nadu,1202668
OD2672,Alan,Food Grains,Rice,Bodi,02-01-2018,Central,1482,0.17,474.24,Tamil Nadu,1202672
OD2699,Alan,Fruits & Veggies,Fresh Vegetables,Coimbatore,05-02-2018,Central,2430,0.16,170.1,Tamil Nadu,1202672
OD3320,Alan,Bakery,Breads & Buns,Madurai,04-03-2018,Central,841,0.14,269.12,Tamil Nadu,1202672
OD5929,Alan,Fruits & Veggies,Organic Vegetables,Tirunelveli,27-04-2018,Central,549,0.31,170.19,Tamil Nadu,1202672
OD2044,Alan,Oil & Masala,Edible Oil & Ghee,Trichy,14-05-2018,Central,1787,0.34,214.44,Tamil Nadu,1202672
OD2703,Anu,Snacks,Cookies,Karur,12-09-2015,Central,501,0.11,100.2,Tamil Nadu,1202703
OD9183,Anu,Oil & Masala,Edible Oil & Ghee,Coimbatore,25-09-2015,Central,1028,0.34,51.4,Tamil Nadu,1202703
OD2056,Anu,Food Grains,Atta & Flour,Krishnagiri,02-12-2015,Central,1331,0.35,266.2,Tamil Nadu,1202703
OD2012,Anu,Fruits & Veggies,Fresh Fruits,Tenkasi,20-12-2015,Central,2053,0.29,492.72,Tamil Nadu,1202703
OD2713,Anu,Snacks,Noodles,Dharmapuri,08-08-2016,East,1769,0.31,530.7,Tamil Nadu,1202713
OD4845,Anu,Beverages,Health Drinks,Chennai,09-08-2016,East,1405,0.2,351.25,Tamil Nadu,1202713
OD7304,Anu,Snacks,Cookies,Kanyakumari,16-08-2016,East,2380,0.3,1071,Tamil Nadu,1202713
OD34,Anu,Oil & Masala,Masalas,Madurai,17-09-2016,East,1689,0.34,337.8,Tamil Nadu,1202713
OD2784,Esther,Snacks,Chocolates,Madurai,20-02-2016,East,1197,0.18,287.28,Tamil Nadu,1202784
OD8736,Esther,"Eggs, Meat & Fish",Fish,Ooty,07-03-2016,East,1934,0.19,367.46,Tamil Nadu,1202784
OD9701,Esther,Bakery,Biscuits,Salem,07-03-2016,East,1799,0.22,323.82,Tamil Nadu,1202784
OD3719,Esther,Food Grains,Organic Staples,Viluppuram,14-03-2016,East,1974,0.22,789.6,Tamil Nadu,1202784
OD3696,Esther,Oil & Masala,Spices,Vellore,08-05-2016,East,2161,0.33,626.69,Tamil Nadu,1202784
OD696,Esther,"Eggs, Meat & Fish",Mutton,Viluppuram,14-05-2016,East,2302,0.18,230.2,Tamil Nadu,1202784
OD6333,Esther,Beverages,Soft Drinks,Krishnagiri,03-07-2016,East,1665,0.32,466.2,Tamil Nadu,1202784
OD7389,Esther,Food Grains,Atta & Flour,Virudhunagar,07-09-2016,East,1315,0.35,433.95,Tamil Nadu,1202784
OD2789,Esther,Beverages,Soft Drinks,Perambalur,03-09-2017,East,788,0.25,291.56,Tamil Nadu,1202789
OD8958,Esther,Food Grains,Rice,Cumbum,19-09-2017,East,1712,0.1,342.4,Tamil Nadu,1202789
OD2821,Esther,Bakery,Breads & Buns,Cumbum,10-11-2017,East,1145,0.35,137.4,Tamil Nadu,1202789
OD9898,Esther,Snacks,Chocolates,Pudukottai,10-11-2017,East,818,0.16,261.76,Tamil Nadu,1202789
OD2151,Esther,Fruits & Veggies,Organic Vegetables,Virudhunagar,04-12-2017,East,1313,0.24,223.21,Tamil Nadu,1202789
OD4826,Esther,Oil & Masala,Masalas,Viluppuram,04-12-2017,East,2395,0.35,862.2,Tamil Nadu,1202789
OD55,Esther,Fruits & Veggies,Organic Fruits,Nagercoil,11-12-2017,East,760,0.28,60.8,Tamil Nadu,1202789
OD2798,Amy,Bakery,Cakes,Tirunelveli,11-03-2015,East,752,0.25,218.08,Tamil Nadu,1202798
OD8404,Amy,Snacks,Cookies,Salem,06-04-2015,East,1869,0.27,616.77,Tamil Nadu,1202798
OD2809,Anu,Snacks,Chocolates,Trichy,19-08-2015,East,1329,0.14,318.96,Tamil Nadu,1202809
OD6026,Anu,Bakery,Breads & Buns,Coimbatore,07-09-2015,East,1485,0.33,608.85,Tamil Nadu,1202809
OD8762,Anu,"Eggs, Meat & Fish",Eggs,Bodi,09-09-2015,East,1311,0.35,550.62,Tamil Nadu,1202809
OD493,Anu,Fruits & Veggies,Fresh Fruits,Ooty,14-09-2015,East,1283,0.24,526.03,Tamil Nadu,1202809
OD2827,Arvind,Beverages,Soft Drinks,Theni,19-01-2018,East,1791,0.18,125.37,Tamil Nadu,1202827
OD8570,Arvind,Food Grains,Rice,Dharmapuri,11-03-2018,East,1560,0.19,421.2,Tamil Nadu,1202827
OD2791,Arvind,"Eggs, Meat & Fish",Chicken,Nagercoil,17-03-2018,East,1239,0.24,470.82,Tamil Nadu,1202827
OD6328,Arvind,Snacks,Noodles,Kanyakumari,23-04-2018,East,1447,0.27,332.81,Tamil Nadu,1202827
OD6357,Arvind,Oil & Masala,Spices,Dindigul,23-04-2018,East,2098,0.22,293.72,Tamil Nadu,1202827
OD6352,Arvind,"Eggs, Meat & Fish",Eggs,Krishnagiri,24-04-2018,East,2003,0.28,741.11,Tamil Nadu,1202827
OD2881,Alan,Food Grains,Rice,Madurai,30-06-2017,South,2406,0.27,625.56,Tamil Nadu,1202881
OD2260,Alan,Snacks,Noodles,Theni,14-08-2017,South,2000,0.25,800,Tamil Nadu,1202881
OD1725,Alan,Fruits & Veggies,Fresh Vegetables,Chennai,05-09-2017,South,1559,0.15,155.9,Tamil Nadu,1202881
OD7480,Alan,Bakery,Breads & Buns,Perambalur,15-10-2017,South,1831,0.34,91.55,Tamil Nadu,1202881
OD4120,Alan,Oil & Masala,Spices,Namakkal,25-11-2017,South,798,0.21,287.28,Tamil Nadu,1202881
OD2944,Amy,Beverages,Health Drinks,Madurai,13-11-2018,South,1567,0.32,673.81,Tamil Nadu,1202944
OD6778,Amy,Food Grains,Atta & Flour,Dindigul,18-11-2018,South,2091,0.32,899.13,Tamil Nadu,1202944
OD5083,Amy,Fruits & Veggies,Organic Vegetables,Salem,09-12-2018,South,1265,0.34,392.15,Tamil Nadu,1202944
OD3118,Arutra,Beverages,Health Drinks,Krishnagiri,03-12-2018,West,2093,0.28,941.85,Tamil Nadu,1203118
OD514,Arutra,Oil & Masala,Masalas,Ramanadhapuram,21-12-2018,West,606,0.29,121.2,Tamil Nadu,1203118
OD7660,Arutra,Snacks,Chocolates,Krishnagiri,22-12-2018,West,803,0.19,240.9,Tamil Nadu,1203118
OD3167,Aditi,"Eggs, Meat & Fish",Chicken,Madurai,10-03-2015,Central,2275,0.3,864.5,Tamil Nadu,1203167
OD8725,Aditi,Food Grains,Organic Staples,Theni,30-03-2015,Central,845,0.14,270.4,Tamil Nadu,1203167
OD2688,Aditi,Snacks,Cookies,Dindigul,02-04-2015,Central,2023,0.33,202.3,Tamil Nadu,1203167
OD1511,Aditi,Bakery,Breads & Buns,Ramanadhapuram,20-06-2015,Central,1866,0.23,205.26,Tamil Nadu,1203167
OD2651,Aditi,Oil & Masala,Edible Oil & Ghee,Salem,22-07-2015,Central,1878,0.1,319.26,Tamil Nadu,1203167
OD3545,Aditi,Bakery,Cakes,Nagercoil,26-07-2015,Central,1159,0.16,289.75,Tamil Nadu,1203167
OD3180,Amrish,Fruits & Veggies,Organic Fruits,Nagercoil,20-01-2015,Central,1272,0.16,139.92,Tamil Nadu,1203180
OD2610,Amrish,"Eggs, Meat & Fish",Fish,Dharmapuri,11-02-2015,Central,1772,0.3,230.36,Tamil Nadu,1203180
OD2684,Amrish,Beverages,Health Drinks,Pudukottai,21-05-2015,Central,1064,0.3,308.56,Tamil Nadu,1203180
OD5174,Amrish,Bakery,Breads & Buns,Ramanadhapuram,03-12-2015,Central,1932,0.35,270.48,Tamil Nadu,1203180
OD3305,Amrish,Food Grains,Dals & Pulses,Krishnagiri,14-12-2015,Central,1676,0.15,351.96,Tamil Nadu,1203180
OD3187,Aditi,Oil & Masala,Spices,Theni,13-04-2016,Central,1052,0.27,105.2,Tamil Nadu,1203187
OD3221,Aditi,Bakery,Cakes,Karur,25-04-2016,Central,1918,0.22,575.4,Tamil Nadu,1203187
OD3328,Aditi,"Eggs, Meat & Fish",Eggs,Namakkal,25-04-2016,Central,2209,0.35,574.34,Tamil Nadu,1203187
OD8850,Aditi,Beverages,Health Drinks,Cumbum,10-05-2016,Central,1512,0.27,665.28,Tamil Nadu,1203187
OD3191,Arvind,"Eggs, Meat & Fish",Fish,Chennai,23-01-2015,Central,2314,0.27,624.78,Tamil Nadu,1203191
OD3171,Arvind,Fruits & Veggies,Fresh Vegetables,Nagercoil,30-01-2015,Central,1906,0.33,457.44,Tamil Nadu,1203191
OD3491,Arvind,Snacks,Chocolates,Coimbatore,03-03-2015,Central,1719,0.18,292.23,Tamil Nadu,1203191
OD3249,Arvind,Bakery,Cakes,Dindigul,17-03-2015,Central,2191,0.31,810.67,Tamil Nadu,1203191
OD3204,Arutra,Snacks,Noodles,Coimbatore,10-11-2015,Central,1211,0.14,472.29,Tamil Nadu,1203204
OD3543,Arutra,"Eggs, Meat & Fish",Mutton,Cumbum,11-11-2015,Central,2068,0.24,558.36,Tamil Nadu,1203204
OD3185,Arutra,Food Grains,Rice,Bodi,14-11-2015,Central,1823,0.3,729.2,Tamil Nadu,1203204
OD3279,Anu,Food Grains,Rice,Ooty,09-10-2016,Central,548,0.19,235.64,Tamil Nadu,1203279
OD1455,Anu,Fruits & Veggies,Organic Vegetables,Coimbatore,09-11-2016,Central,774,0.29,224.46,Tamil Nadu,1203279
OD5904,Anu,Fruits & Veggies,Organic Fruits,Namakkal,29-11-2016,Central,1608,0.22,369.84,Tamil Nadu,1203279
OD3304,Amy,Snacks,Cookies,Perambalur,11-09-2017,Central,1126,0.12,495.44,Tamil Nadu,1203304
OD3147,Amy,Food Grains,Dals & Pulses,Ooty,13-09-2017,Central,2033,0.28,447.26,Tamil Nadu,1203304
OD1528,Amy,Bakery,Breads & Buns,Namakkal,19-11-2017,Central,883,0.16,114.79,Tamil Nadu,1203304
OD159,Amy,Beverages,Soft Drinks,Karur,20-11-2017,Central,2364,0.21,1040.16,Tamil Nadu,1203304
OD5151,Amy,"Eggs, Meat & Fish",Mutton,Kanyakumari,09-12-2017,Central,1195,0.33,478,Tamil Nadu,1203304
OD3327,Amy,Snacks,Chocolates,Nagercoil,27-12-2017,Central,2154,0.25,323.1,Tamil Nadu,1203304
OD3306,Akash,Beverages,Health Drinks,Karur,16-02-2018,Central,2160,0.16,928.8,Tamil Nadu,1203306
OD3137,Akash,Snacks,Cookies,Ramanadhapuram,21-03-2018,Central,2402,0.3,192.16,Tamil Nadu,1203306
OD5879,Akash,Beverages,Soft Drinks,Vellore,08-04-2018,Central,2084,0.19,521,Tamil Nadu,1203306
OD1549,Akash,Food Grains,Atta & Flour,Dindigul,20-04-2018,Central,1697,0.3,135.76,Tamil Nadu,1203306
OD7122,Akash,Snacks,Noodles,Madurai,06-05-2018,Central,1208,0.15,374.48,Tamil Nadu,1203306
OD673,Akash,Fruits & Veggies,Fresh Vegetables,Dindigul,15-06-2018,Central,2323,0.25,673.67,Tamil Nadu,1203306
OD580,Akash,Food Grains,Organic Staples,Dindigul,20-07-2018,Central,1456,0.14,567.84,Tamil Nadu,1203306
OD3313,Anu,Oil & Masala,Edible Oil & Ghee,Coimbatore,02-05-2017,Central,1956,0.32,97.8,Tamil Nadu,1203313
OD2433,Anu,Beverages,Health Drinks,Chennai,26-05-2017,Central,2418,0.25,701.22,Tamil Nadu,1203313
OD188,Anu,Beverages,Soft Drinks,Pudukottai,16-07-2017,Central,813,0.16,138.21,Tamil Nadu,1203313
OD3243,Anu,Snacks,Chocolates,Theni,22-07-2017,Central,1257,0.27,540.51,Tamil Nadu,1203313
OD3329,Arvind,Beverages,Health Drinks,Pudukottai,06-12-2015,Central,1535,0.34,122.8,Tamil Nadu,1203329
OD3370,Arvind,Fruits & Veggies,Fresh Vegetables,Coimbatore,19-12-2015,Central,1197,0.15,299.25,Tamil Nadu,1203329
OD4991,Aditi,"Eggs, Meat & Fish",Fish,Kanyakumari,03-03-2017,Central,1868,0.26,616.44,Tamil Nadu,1203334
OD5884,Aditi,Oil & Masala,Edible Oil & Ghee,Pudukottai,14-03-2017,Central,1618,0.11,436.86,Tamil Nadu,1203334
OD3334,Aditi,Bakery,Cakes,Coimbatore,02-09-2017,Central,2470,0.12,197.6,Tamil Nadu,1203334
OD5878,Aditi,Food Grains,Atta & Flour,Virudhunagar,25-09-2017,Central,1899,0.12,341.82,Tamil Nadu,1203334
OD3338,Arvind,Food Grains,Dals & Pulses,Vellore,06-11-2018,Central,1183,0.33,496.86,Tamil Nadu,1203338
OD3216,Arvind,Food Grains,Rice,Chennai,11-11-2018,Central,2454,0.26,834.36,Tamil Nadu,1203338
OD426,Arvind,Beverages,Soft Drinks,Viluppuram,23-11-2018,Central,1256,0.21,113.04,Tamil Nadu,1203338
OD6248,Arvind,Food Grains,Organic Staples,Chennai,23-11-2018,Central,1399,0.13,251.82,Tamil Nadu,1203338
OD77,Arvind,Fruits & Veggies,Organic Fruits,Ooty,09-12-2018,Central,1250,0.27,75,Tamil Nadu,1203338
OD3374,Arvind,Oil & Masala,Edible Oil & Ghee,Pudukottai,07-11-2017,Central,1026,0.22,184.68,Tamil Nadu,1203374
OD6560,Arvind,Fruits & Veggies,Organic Vegetables,Madurai,12-11-2017,Central,1437,0.12,316.14,Tamil Nadu,1203374
OD6619,Arvind,Oil & Masala,Edible Oil & Ghee,Cumbum,09-12-2017,Central,1750,0.3,140,Tamil Nadu,1203374
OD3440,Alan,Beverages,Health Drinks,Vellore,07-11-2015,Central,1795,0.15,789.8,Tamil Nadu,1203440
OD17,Alan,Bakery,Cakes,Dharmapuri,11-11-2015,Central,1678,0.28,318.82,Tamil Nadu,1203440
OD5926,Alan,Beverages,Soft Drinks,Dindigul,12-11-2015,Central,1742,0.34,191.62,Tamil Nadu,1203440
OD5936,Alan,Snacks,Cookies,Dharmapuri,15-12-2015,Central,2252,0.12,360.32,Tamil Nadu,1203440
OD3509,Adavan,Oil & Masala,Spices,Karur,21-04-2018,Central,904,0.3,153.68,Tamil Nadu,1203509
OD2625,Adavan,Snacks,Chocolates,Salem,20-05-2018,Central,2234,0.21,580.84,Tamil Nadu,1203509
OD893,Adavan,Snacks,Noodles,Tenkasi,26-06-2018,Central,2275,0.18,318.5,Tamil Nadu,1203509
OD3529,Amrish,Beverages,Health Drinks,Krishnagiri,23-07-2017,Central,1875,0.22,543.75,Tamil Nadu,1203529
OD6561,Amrish,Fruits & Veggies,Fresh Vegetables,Nagercoil,25-07-2017,Central,2338,0.32,350.7,Tamil Nadu,1203529
OD1436,Amrish,Bakery,Breads & Buns,Salem,31-07-2017,Central,918,0.35,91.8,Tamil Nadu,1203529
OD3600,Adavan,Bakery,Biscuits,Salem,07-08-2018,East,774,0.31,92.88,Tamil Nadu,1203600
OD3933,Adavan,Bakery,Breads & Buns,Trichy,26-10-2018,East,1984,0.34,674.56,Tamil Nadu,1203600
OD6690,Adavan,Beverages,Health Drinks,Chennai,02-11-2018,East,1868,0.16,579.08,Tamil Nadu,1203600
OD2728,Adavan,Oil & Masala,Edible Oil & Ghee,Perambalur,05-11-2018,East,569,0.23,34.14,Tamil Nadu,1203600
OD8153,Adavan,Oil & Masala,Masalas,Krishnagiri,10-11-2018,East,1613,0.12,338.73,Tamil Nadu,1203600
OD3637,Akash,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,21-11-2017,East,2071,0.1,807.69,Tamil Nadu,1203637
OD5967,Akash,"Eggs, Meat & Fish",Mutton,Nagercoil,22-11-2017,East,1918,0.1,671.3,Tamil Nadu,1203637
OD1305,Akash,Fruits & Veggies,Organic Vegetables,Salem,01-12-2017,East,2432,0.34,1094.4,Tamil Nadu,1203637
OD5303,Akash,"Eggs, Meat & Fish",Eggs,Chennai,01-12-2017,East,2361,0.28,755.52,Tamil Nadu,1203637
OD8587,Akash,"Eggs, Meat & Fish",Mutton,Nagercoil,02-12-2017,East,1435,0.23,172.2,Tamil Nadu,1203637
OD9221,Akash,Oil & Masala,Spices,Tirunelveli,10-12-2017,East,1300,0.29,273,Tamil Nadu,1203637
OD3638,Aditi,Food Grains,Atta & Flour,Trichy,17-09-2016,East,594,0.15,249.48,Tamil Nadu,1203638
OD8135,Aditi,Bakery,Biscuits,Coimbatore,18-09-2016,East,2452,0.18,1103.4,Tamil Nadu,1203638
OD543,Aditi,Beverages,Soft Drinks,Nagercoil,18-12-2016,East,1296,0.26,388.8,Tamil Nadu,1203638
OD3655,Aditi,Food Grains,Atta & Flour,Viluppuram,04-02-2018,East,738,0.32,36.9,Tamil Nadu,1203655
OD5959,Aditi,Beverages,Soft Drinks,Dharmapuri,02-03-2018,East,2425,0.13,266.75,Tamil Nadu,1203655
OD3856,Aditi,Oil & Masala,Edible Oil & Ghee,Kanyakumari,30-04-2018,East,836,0.29,250.8,Tamil Nadu,1203655
OD7899,Aditi,Fruits & Veggies,Fresh Vegetables,Viluppuram,14-05-2018,East,1198,0.32,407.32,Tamil Nadu,1203655
OD6061,Aditi,Fruits & Veggies,Organic Fruits,Krishnagiri,28-05-2018,East,2023,0.13,890.12,Tamil Nadu,1203655
OD3656,Arutra,Oil & Masala,Spices,Bodi,19-01-2018,East,853,0.19,145.01,Tamil Nadu,1203656
OD2129,Arutra,"Eggs, Meat & Fish",Eggs,Chennai,10-02-2018,East,2167,0.29,736.78,Tamil Nadu,1203656
OD8767,Arutra,Fruits & Veggies,Fresh Fruits,Viluppuram,17-02-2018,East,1895,0.25,663.25,Tamil Nadu,1203656
OD2711,Arutra,Fruits & Veggies,Organic Fruits,Namakkal,06-03-2018,East,1892,0.24,340.56,Tamil Nadu,1203656
OD3672,Akash,Oil & Masala,Edible Oil & Ghee,Virudhunagar,14-03-2016,East,612,0.14,55.08,Tamil Nadu,1203672
OD2105,Akash,Snacks,Cookies,Perambalur,25-04-2016,East,1191,0.1,131.01,Tamil Nadu,1203672
OD698,Akash,Beverages,Health Drinks,Ooty,14-05-2016,East,2178,0.13,718.74,Tamil Nadu,1203672
OD3787,Akash,Bakery,Biscuits,Virudhunagar,28-05-2016,East,1353,0.26,595.32,Tamil Nadu,1203672
OD5300,Akash,Oil & Masala,Spices,Dharmapuri,09-07-2016,East,1508,0.22,422.24,Tamil Nadu,1203672
OD7137,Akash,Food Grains,Atta & Flour,Cumbum,10-09-2016,East,1910,0.21,362.9,Tamil Nadu,1203672
OD8582,Akash,Food Grains,Rice,Kanyakumari,11-09-2016,East,1253,0.27,288.19,Tamil Nadu,1203672
OD7410,Akash,"Eggs, Meat & Fish",Chicken,Virudhunagar,15-09-2016,East,725,0.29,65.25,Tamil Nadu,1203672
OD3675,Alan,Bakery,Breads & Buns,Ooty,26-09-2016,East,1216,0.31,182.4,Tamil Nadu,1203675
OD7237,Alan,Food Grains,Atta & Flour,Dindigul,02-10-2016,East,597,0.12,137.31,Tamil Nadu,1203675
OD7184,Alan,Oil & Masala,Spices,Perambalur,26-11-2016,East,1396,0.12,139.6,Tamil Nadu,1203675
OD9348,Alan,Beverages,Soft Drinks,Namakkal,19-04-2017,East,912,0.33,364.8,Tamil Nadu,1203675
OD2459,Alan,Food Grains,Rice,Viluppuram,21-04-2017,East,1687,0.32,101.22,Tamil Nadu,1203675
OD9274,Alan,"Eggs, Meat & Fish",Fish,Tenkasi,09-05-2017,East,1246,0.19,323.96,Tamil Nadu,1203675
OD3686,Arutra,Oil & Masala,Masalas,Namakkal,19-08-2018,East,903,0.24,144.48,Tamil Nadu,1203686
OD8013,Arutra,Food Grains,Organic Staples,Dharmapuri,08-09-2018,East,833,0.13,99.96,Tamil Nadu,1203686
OD9703,Arutra,Fruits & Veggies,Organic Vegetables,Trichy,14-09-2018,East,2412,0.25,1085.4,Tamil Nadu,1203686
OD5026,Arutra,Oil & Masala,Spices,Tirunelveli,15-09-2018,East,1089,0.32,141.57,Tamil Nadu,1203686
OD4853,Arutra,Fruits & Veggies,Fresh Vegetables,Dindigul,16-09-2018,East,2384,0.18,596,Tamil Nadu,1203686
OD9903,Arutra,Food Grains,Dals & Pulses,Coimbatore,24-09-2018,East,1515,0.32,651.45,Tamil Nadu,1203686
OD279,Arutra,Snacks,Chocolates,Virudhunagar,13-10-2018,East,1061,0.13,286.47,Tamil Nadu,1203686
OD3705,Aditi,Bakery,Biscuits,Cumbum,01-09-2017,East,2433,0.24,1046.19,Tamil Nadu,1203705
OD992,Aditi,Food Grains,Rice,Salem,09-09-2017,East,1612,0.3,386.88,Tamil Nadu,1203705
OD513,Aditi,Bakery,Breads & Buns,Nagercoil,20-10-2017,East,1070,0.28,310.3,Tamil Nadu,1203705
OD3591,Aditi,Oil & Masala,Edible Oil & Ghee,Krishnagiri,19-11-2017,East,1647,0.18,559.98,Tamil Nadu,1203705
OD4840,Aditi,Food Grains,Atta & Flour,Ooty,24-11-2017,East,2266,0.21,339.9,Tamil Nadu,1203705
OD3755,Esther,Beverages,Health Drinks,Dharmapuri,29-09-2018,East,1694,0.25,575.96,Tamil Nadu,1203755
